,label,ArtsName,OverAttackFirst,OverAttackLast,ArtsCategory,Weapon,WeaponSub,Attribute1,Attribute2,TargetParty,TargetType,MaxRank,Count1,Count2,Count3,Count4,Count5,Attack1,Attack2,Attack3,Attack4,Attack5,AttackCount,BP1,BP2,BP3,BP4,BP5,Turn1,Turn2,Turn3,Turn4,Turn5,Hit,Speed,AfterCasterSpeed,AfterTargetSpeed,Bump,Hate,BaseParameter1,BaseParameter2,BaseElement,EffectType1,EffectType2,EffectType3,EffectType4,EffectParam1,EffectParam2,EffectParam3,EffectParam4,AddEffect1,AddEffect2,AddEffectParam1,AddEffectParam2,Random,HitArea,SureHit,Penetration,BeforeGuard,AfterGuard,RaceSlayer,ReserveCancel,ReserveType,ReserveProb,DisableSelect,OverAttack,OverAttackLeft,OverAttackSelf,OverAttackRight,AddOverAttackDamage,AddSingleStageDamage
206,MON_M022_A03a,スターフィクサー,スター,フィクサー,モンスター技,モンスター技,―,熱,―,敵,単体,5.0,0,6,33,93,192,35,36,37,38,39,1,4,4,4,4,4,0,0,0,0,0,95,-1,4,3,0,24,知,集,―,マヒ,メカマヒ,―,―,50.0,25.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,魔族,1,―,0,0,1,0,1,0,23,23
207,MON_M023_A01a,小突く,小,突く,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,7,42,116,240,22,23,24,25,26,1,1,1,1,1,1,0,0,0,0,0,95,-1,0,0,0,20,筋,体,―,挑発,―,―,―,100.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,20,20
208,MON_M023_A03a,花粉,花,粉,モンスター技,モンスター技,―,打,―,敵,全体,5.0,0,6,33,93,192,19,20,21,22,23,1,4,4,4,4,4,0,0,0,0,0,100,2,12,6,0,19,技,集,―,混乱,―,―,―,25.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,1,1,0,23,23
209,MON_M030_A01a,かみつき,かみ,つき,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,7,42,116,240,23,24,25,26,27,1,1,1,1,1,1,0,0,0,0,0,95,2,0,0,0,21,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,20,20
210,MON_M030_A04a,かみ砕き,かみ,砕き,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,6,36,101,208,33,34,35,36,37,1,3,3,3,3,3,0,0,0,0,0,94,0,0,0,1,23,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,物質,0,―,0,0,1,0,1,0,22,22
211,MON_M030_A02a,毒牙,毒,牙,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,6,36,101,208,15,16,17,18,19,1,3,3,3,3,3,0,0,0,0,0,90,2,3,3,0,15,筋,体,―,毒,―,―,―,75.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,22,22
212,MON_M031_A01a,強襲牙,強襲,牙,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,7,39,109,224,25,26,27,28,29,1,2,2,2,2,2,0,0,0,0,0,94,1,0,0,1,21,筋,体,―,スタン,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,1,21,21
213,MON_M031_A01a_A,魁強襲牙,魁,強襲牙,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,6,36,101,208,32,33,34,35,36,1,3,3,3,3,3,0,0,0,0,0,94,6,0,0,1,23,筋,体,―,スタン,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,1,22,22
214,MON_M031_A04a,ダガージョウ,ダガ,ジョウ,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,6,36,101,208,34,35,36,37,38,1,3,3,3,3,3,0,0,0,0,0,95,-1,3,3,0,24,運,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,爬虫類,0,チェイス,100,0,1,0,0,0,22,22
215,MON_M031_B01a,青の舞,青の,舞,モンスター技,モンスター技,―,―,―,敵,全体,1.0,0,7,19,109,224,0,1,2,3,4,1,2,2,2,2,2,0,0,0,0,0,100,-2,0,0,0,0,―,―,―,詠唱延長,術力,―,―,50.0,-10.0,0.0,0.0,―,―,0.0,0.0,0,対地,0,0,0,0,―,0,―,0,0,0,0,0,0,21,21
216,MON_M032_A01a,フリーズバリア,フリーズ,バリア,モンスター技,モンスター技,―,冷,―,敵,単体,5.0,0,6,36,101,208,60,61,62,64,66,1,3,3,3,3,3,0,0,0,0,0,95,-2,0,0,0,30,技,体,―,ガード不可,―,―,―,100.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,1,0,0,0,―,0,カウンター,80,0,1,0,1,0,22,5
217,MON_M032_A01a_A,フリーズスピア,フリーズ,スピア,モンスター技,モンスター技,―,冷,―,敵,単体,5.0,0,6,36,101,208,35,36,37,38,39,1,3,3,3,3,3,0,0,0,0,0,95,0,0,0,0,24,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,22,22
218,MON_M032_A02a,突きあげる,突き,あげる,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,5,31,85,176,45,46,47,48,50,1,5,5,5,5,5,0,0,0,0,0,95,-1,5,3,0,26,筋,体,―,メカスタン,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,1,1,0,24,24
219,MON_M032_B01a,どつきまわす,どつき,まわす,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,5,28,77,160,46,47,48,49,51,1,6,6,6,6,6,0,0,0,0,0,94,0,18,8,1,26,筋,体,―,術力,―,―,―,-30.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,有翼,0,―,0,0,1,1,1,1,25,25
220,MON_M032_B02a,ぶちかまし,ぶち,かまし,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,4,25,70,144,90,91,93,95,98,1,7,7,7,7,7,0,0,0,0,0,93,-2,21,9,2,38,技,体,―,スタン,ガード不可,―,―,75.0,100.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,打インタラプト,100,0,1,0,1,0,26,9
221,MON_M040_A01a,ハンマーボール,ハンマー,ボール,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,7,42,116,240,21,22,23,24,25,1,1,1,1,1,1,0,0,0,0,0,95,3,0,0,0,20,筋,体,―,スタン,―,―,―,25.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,20,20
222,MON_M040_A03a,カウンターキック,カウンター,キック,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,6,33,93,192,68,69,71,73,75,1,4,4,4,4,4,0,0,0,0,0,95,0,4,3,0,32,技,体,―,ガード不可,―,―,―,100.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,1,0,0,0,精霊,0,カウンター,82,0,1,0,1,0,23,6
223,MON_M040_A04a,カエルコンボ,カエル,コンボ,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,6,36,101,208,31,32,33,34,35,1,3,3,3,3,3,0,0,0,0,0,94,1,0,0,1,23,筋,体,―,スタン,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,1,1,1,22,22
224,MON_M040_B02a,サイクロンスクィーズ,サイクロン,スクィーズ,モンスター技,モンスター技,―,冷,―,敵,単体,5.0,0,5,28,77,160,48,49,50,51,53,1,6,6,6,6,6,0,0,0,0,0,95,0,18,8,0,27,知,体,―,スタン,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,1,―,0,0,1,2,1,2,25,25
225,MON_M041_A02a,触手,触,手,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,6,33,93,192,40,41,42,43,45,1,4,4,4,4,4,0,0,0,0,0,95,0,0,0,0,25,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,1,1,1,23,23
226,MON_M041_B01a,墨,墨,墨,モンスター技,モンスター技,―,突,冷,敵,乱撃,5.0,0,6,33,93,192,43,44,45,46,48,3,4,4,4,4,4,0,0,0,0,0,95,2,4,3,0,9,知,体,―,暗闇,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,獣,1,―,0,0,1,0,1,1,23,23
227,MON_M041_B01a_A,墨臭い,墨,臭い,モンスター技,モンスター技,―,突,冷,敵,乱撃,5.0,0,6,36,101,208,28,29,30,31,32,3,3,3,3,3,3,0,0,0,0,0,95,1,3,3,0,7,知,体,―,暗闇,悪臭,―,―,75.0,75.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,獣,1,―,0,0,1,0,1,1,22,22
228,MON_M041_B03a,タイガーランページ,タイ,ページ,モンスター技,モンスター技,―,打,熱,敵,乱撃,5.0,0,5,28,77,160,63,64,65,67,69,6,6,6,6,6,6,0,0,0,0,0,95,-3,18,8,0,5,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,2,1,1,25,25
229,MON_M042_A02a,ついばみ,つい,ばみ,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,6,36,101,208,35,36,37,38,39,1,3,3,3,3,3,0,0,0,0,0,94,1,3,3,1,24,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,22,22
230,MON_M042_A03a,スポットブレス,スポット,ブレス,モンスター技,モンスター技,―,冷,―,敵,単体,5.0,0,5,31,85,176,45,46,47,48,50,1,5,5,5,5,5,0,0,0,0,0,95,3,15,7,0,26,知,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,獣,1,―,0,0,1,0,1,1,24,24
231,MON_M042_A01a,スメルブレス,スメル,ブレス,モンスター技,モンスター技,―,無,―,敵,単体,5.0,0,6,33,93,192,31,32,33,34,35,1,4,4,4,4,4,0,0,0,0,0,95,2,4,3,0,23,知,体,―,悪臭,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,1,23,23
232,MON_M042_A04a,ペインフルバイト,ペイ,バイト,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,5,31,85,176,44,45,46,47,49,1,5,5,5,5,5,0,0,0,0,0,95,2,15,7,0,26,技,体,―,スタン,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,爬虫類,0,―,0,0,1,0,1,0,24,24
233,MON_M050_A06a,粘液,粘,液,モンスター技,モンスター技,―,無,―,敵,単体,5.0,0,6,36,101,208,25,26,27,28,29,1,3,3,3,3,3,0,0,0,0,0,95,1,0,0,0,21,知,集,―,悪臭,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,1,―,0,0,1,0,1,0,22,22
234,MON_M050_B02a,スコール,スコ,ール,モンスター技,モンスター技,―,冷,―,敵,全体,5.0,0,5,28,77,160,28,29,30,31,32,1,6,6,6,6,6,0,0,0,0,0,95,-1,18,8,0,22,知,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,1,0,0,0,元素霊,0,―,0,0,1,1,1,1,25,25
235,MON_M051_A01a,溶かす,溶,かす,モンスター技,モンスター技,―,無,―,敵,単体,5.0,0,6,36,101,208,26,27,28,29,30,1,3,3,3,3,3,0,0,0,0,0,95,-2,0,0,0,22,知,集,―,防御力,―,―,―,-10.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,22,22
236,MON_M051_B01a,マヒパンチ,マヒ,パンチ,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,5,31,85,176,44,45,46,47,49,1,5,5,5,5,5,0,0,0,0,0,95,-1,0,0,0,26,筋,体,―,マヒ,メカマヒ,―,―,50.0,25.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,24,24
237,MON_M051_B02a,不意打ち,不意,打ち,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,5,28,77,160,49,50,51,52,54,1,6,6,6,6,6,0,0,0,0,0,94,-2,6,4,1,27,運,体,―,即死,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,チェイス,100,0,1,0,0,0,25,25
238,MON_M052_A01a,体当たり,体,当たり,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,6,36,101,208,33,34,35,36,37,1,3,3,3,3,3,0,0,0,0,0,94,-1,0,0,1,23,体,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,1,1,1,22,22
239,MON_M052_B02a,七支刀,七,七支刀,モンスター技,モンスター技,―,斬,―,敵,乱撃,5.0,0,4,25,70,144,70,71,73,75,77,7,7,7,7,7,7,0,0,0,0,0,95,2,0,0,0,5,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,3,1,3,26,26
240,MON_M070_A01a,転がる,転,転がる,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,7,42,116,240,24,25,26,27,28,1,1,1,1,1,1,0,0,0,0,0,95,2,0,0,0,21,体,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対地,0,0,0,0,―,0,―,0,0,1,0,1,1,20,20
241,MON_M070_A02a,針,針,針,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,6,36,101,208,31,32,33,34,35,1,3,3,3,3,3,0,0,0,0,0,95,1,0,0,0,23,筋,体,―,スタン,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,有翼,0,―,0,0,1,0,1,0,22,22
242,MON_M070_A03a,ゴロゴロアタック,ゴロゴロ,アタック,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,5,31,85,176,45,46,47,48,50,1,5,5,5,5,5,0,0,0,0,0,94,0,0,0,1,26,体,体,―,メカスタン,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対地,0,0,0,0,精霊,0,―,0,0,1,1,1,1,24,24
243,MON_M070_A04a,ハイドアタック,ハイ,アタック,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,6,33,93,192,41,42,43,44,46,1,4,4,4,4,4,0,0,0,0,0,94,-1,4,3,1,25,運,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,精霊,0,チェイス,100,0,1,0,0,0,23,23
244,MON_M071_A02a,スラッシュ,スラ,ッシュ,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,6,36,101,208,34,35,36,37,38,1,3,3,3,3,3,0,0,0,0,0,95,1,0,0,0,24,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,1,1,0,22,22
245,MON_M071_A03a,レッグブレイカー,レッグ,ブレイカー,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,6,33,93,192,37,38,39,40,41,1,4,4,4,4,4,0,0,0,0,0,95,1,0,0,0,24,筋,体,―,すばやさ,―,―,―,-8.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,2,23,23
246,MON_M071_B01a,滅多刺し,滅多,刺し,モンスター技,モンスター技,―,突,―,敵,全体,5.0,0,5,31,85,176,22,23,24,25,26,1,5,5,5,5,5,0,0,0,0,0,95,-1,15,7,0,20,筋,体,―,攻撃力,―,―,―,-10.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,2,1,2,24,24
247,MON_M072_A01a,音速剣,音速,剣,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,7,39,109,224,28,29,30,31,32,1,2,2,2,2,2,0,0,0,0,0,95,5,0,0,0,22,技,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,1,―,0,0,1,0,1,0,21,21
248,MON_M072_B03a,地獄爪殺法,地獄爪,殺法,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,6,33,93,192,57,58,59,61,63,1,4,4,4,4,4,0,0,0,0,0,95,-1,4,3,0,29,技,体,―,毒,ガード不可,―,―,75.0,100.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,斬インタラプト,100,0,1,0,1,0,23,6
249,MON_M072_B03a_A,地獄爪,地獄,爪,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,6,36,101,208,22,23,24,25,26,1,3,3,3,3,3,0,0,0,0,0,95,1,0,0,0,20,技,体,―,毒,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,1,1,0,22,22
250,MON_M072_B01a,死神のカマ,死神の,カマ,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,5,31,85,176,42,43,44,45,47,1,5,5,5,5,5,0,0,0,0,0,95,-2,15,7,0,26,筋,体,―,即死,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,24,24
251,MON_M080_A01a,カギ爪,カギ,爪,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,7,42,116,240,21,22,23,24,25,1,1,1,1,1,1,0,0,0,0,0,95,-2,0,0,0,20,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,1,1,0,20,20
252,MON_M080_A05a,目つぶし,目,つぶし,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,6,36,101,208,32,33,34,35,36,1,3,3,3,3,3,0,0,0,0,0,95,2,0,0,0,23,筋,体,―,暗闇,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,0,1,0,22,22
253,MON_M080_A04a,急降下,急,降下,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,6,33,93,192,38,39,40,41,42,1,4,4,4,4,4,0,0,0,0,0,84,3,4,3,1,24,体,体,―,スタン,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,爬虫類,0,―,0,0,1,0,1,1,23,23
254,MON_M080_A03a,フェザーショット,フェザー,ショット,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,5,31,85,176,45,46,47,48,50,1,5,5,5,5,5,0,0,0,0,0,95,1,5,3,0,26,知,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,1,―,0,0,1,1,1,1,24,24
255,MON_M081_A01a,顔面タックル,顔面,タックル,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,7,42,116,240,19,20,21,22,23,1,1,1,1,1,1,0,0,0,0,0,94,1,0,0,1,19,体,体,―,メカスタン,―,―,―,25.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,1,1,0,20,20
256,MON_M081_A01a_A,クタバレ、アホヅラ！,クタバレ、,アホヅラ！,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,7,42,116,240,19,20,21,22,23,1,1,1,1,1,1,0,0,0,0,0,94,2,0,0,1,19,体,体,―,メカスタン,―,―,―,25.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,1,1,0,20,20
257,MON_M081_A05a,ビッグマウス,ビッグ,マウス,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,7,39,109,224,23,24,25,26,27,1,2,2,2,2,2,0,0,0,0,0,95,-1,0,0,0,21,筋,体,―,悪臭,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,0,1,1,21,21
258,MON_M081_A05a_A,ジゴクヘ、イキナァ！,ジゴクヘ、,イキナァ！,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,7,42,116,240,16,17,18,19,20,1,1,1,1,1,1,0,0,0,0,0,95,1,0,0,0,16,筋,体,―,悪臭,―,―,―,100.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,0,1,1,20,20
259,MON_M081_A03a,超音波,超,音波,モンスター技,モンスター技,―,無,―,敵,単体,5.0,0,6,33,93,192,33,34,35,36,37,1,4,4,4,4,4,0,0,0,0,0,100,0,4,3,0,23,知,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,1,―,0,0,1,0,1,0,23,23
260,MON_M081_A03a_A,ホンキヲミセテヤロウ！,ホンキヲ,ヤロウ！,モンスター技,モンスター技,―,無,―,敵,単体,5.0,0,6,36,101,208,27,28,29,30,31,1,3,3,3,3,3,0,0,0,0,0,100,-1,3,3,0,22,知,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,1,―,0,0,1,0,1,0,22,22
261,MON_M082_A03a,インタラプトタックル,インタ,タックル,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,7,39,109,224,42,43,44,45,47,1,2,2,2,2,2,0,0,0,0,0,95,-2,0,0,0,26,技,体,―,―,ガード不可,―,―,0.0,100.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,斬インタラプト,100,0,1,0,1,0,21,4
262,MON_M082_A02a,つつく,つつ,つつく,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,7,42,116,240,22,23,24,25,26,1,1,1,1,1,1,0,0,0,0,0,95,3,0,0,0,20,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,0,1,0,20,20
263,MON_M090_A04a,ブラスター,ブラ,スター,モンスター技,モンスター技,―,雷,―,敵,単体,5.0,0,6,36,101,208,33,34,35,36,37,1,3,3,3,3,3,0,0,0,0,0,95,0,0,0,0,23,知,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,1,―,0,0,1,0,1,1,22,22
264,MON_M090_A01a,精霊の法力,精霊の,法力,モンスター技,モンスター技,―,―,―,味方,単体,3.0,0,3,18,999,999,0,0,0,0,0,1,3,2,1,1,1,0,0,0,0,0,100,0,0,0,0,0,―,―,―,詠唱短縮,―,―,―,100.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,0,0,0,0,22,22
265,MON_M090_A02a,精霊の支持,精霊の,支持,モンスター技,モンスター技,―,―,―,味方,単体,3.0,0,3,18,999,999,0,0,0,0,0,1,3,2,1,1,1,0,0,0,0,0,100,2,0,0,0,0,―,―,―,術力,―,―,―,20.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,0,0,0,0,22,22
266,MON_M100_A01a,突く,突,突く,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,6,36,101,208,34,35,36,37,38,1,3,3,3,3,3,0,0,0,0,0,95,-1,0,0,0,24,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,1,22,22
267,MON_M100_B01a,エアリアルスラッシュ,エア,スラッシュ,モンスター技,モンスター技,―,斬,―,敵,全体,5.0,0,6,33,93,192,34,35,36,37,38,1,4,4,4,4,4,0,0,0,0,0,95,-1,0,0,0,24,技,体,―,―,ガード不可,―,―,0.0,100.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,突インタラプト,100,0,1,0,1,0,23,6
268,MON_M100_B01a_A,クロススラッシュ,クロス,スラッシュ,モンスター技,モンスター技,―,斬,―,敵,全体,5.0,0,7,39,109,224,14,15,16,17,18,1,2,2,2,2,2,0,0,0,0,0,95,-1,0,0,0,14,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,1,1,1,21,21
269,MON_M100_B02a,デモンズスクラッチ,デモ,スクラッチ,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,5,28,77,160,47,48,49,50,52,1,6,6,6,6,6,0,0,0,0,0,94,-3,6,4,1,27,筋,体,―,即死,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,1,1,0,25,25
270,MON_M101_A01a,ひっかく,ひっ,かく,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,7,39,109,224,27,28,29,30,31,1,2,2,2,2,2,0,0,0,0,0,95,1,0,0,0,22,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,2,1,0,24,21
271,MON_M101_A04a,ヒールスラッシュ,ヒー,スラッシュ,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,6,33,93,192,39,40,41,42,43,1,4,4,4,4,4,0,0,0,0,0,94,2,0,0,1,25,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,2,26,23
272,MON_M101_A02a,フェザースラッシュ,フェザー,スラッシュ,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,6,33,93,192,62,63,64,66,68,1,4,4,4,4,4,0,0,0,0,0,94,-2,4,3,1,30,技,体,―,―,ガード不可,―,―,0.0,100.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,打インタラプト,100,0,1,0,1,0,26,6
273,MON_M101_B01a,フェザーダンス,フェザー,ダンス,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,6,33,93,192,70,71,73,75,77,1,4,4,4,4,4,0,0,0,0,0,93,0,0,0,2,32,運,体,―,ガード不可,―,―,―,100.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,1,0,0,0,―,0,カウンター,82,0,1,0,1,0,26,6
274,MON_M102_A03a,切り落とし,切り,落とし,モンスター技,モンスター技,―,斬,打,敵,単体,5.0,0,7,42,116,240,19,20,21,22,23,1,1,1,1,1,1,0,0,0,0,0,95,0,0,0,0,19,筋,体,―,スタン,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,20,20
275,MON_M102_A08a,アッパースラッシュ,アッパー,スラッシュ,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,6,36,101,208,32,33,34,35,36,1,3,3,3,3,3,0,0,0,0,0,94,-3,0,0,1,23,筋,体,―,メカスタン,―,―,―,25.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,1,1,0,22,22
276,MON_M102_A04a,マヒ凝視,マヒ,凝視,モンスター技,モンスター技,―,―,―,敵,単体,1.0,0,6,18,101,208,0,1,2,3,4,1,3,3,3,3,3,0,0,0,0,0,100,0,3,3,0,0,―,―,―,マヒ,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,0,0,0,0,22,22
